Brand Name,Device Type,Model Name,Color,Selling Price,Sales Qantity,Rating (Out of 5),Strap Material,Average Battery,date
boAt,Smartwatch,GT2 42mm,Black,"14,990",25,4.3,Elastomer,14,23-07-2023
Honor,Smartwatch,Watch Magic,Black,"7,999",15,4.3,Silicone,7,17-06-2022
SAMSUNG ,Smartwatch,Gear Live,Black,"15,900",13,4.2,Rubber,7,17-08-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Silver,"3,999",11,4.2,Stainless Steel,2,31-03-2023
FitBit,Smartwatch,Versa 2,Purple ,"13,499",24,4.3,Silicone,7,27-04-2022
boAt,FitnessBand,Band 2 Pro Activity,"Pink, Black","2,199",15,4.1,Silicone,7,11-03-2023
FitBit,Smartwatch,Versa 2,"Grey, Pink, Black","11,999",21,4.3,Silicone,7,08-03-2022
SAMSUNG ,Smartwatch,Gear Sport,Black,"15,999",23,3,Silicone,7,28-11-2022
APPLE,Smartwatch,FTW1136 Q Hybrid,Blue,"11,995",14,4.6,Leather,2,22-02-2022
APPLE,Smartwatch,Series 3 GPS - 42 mm Space Grey Aluminium Case,Black,"18,900",21,4.6,Aluminium,1,27-04-2023
APPLE,Smartwatch,Gen 5 Julianna HR,White,"14,995",19,4.3,Stainless Steel,2,24-01-2022
GARMIN,Smartwatch,Forerunner15 Heart,Black,"12,999",17,4.7,Silicone,14,03-08-2022
Honor,FitnessBand,Band 5i,Black,"2,469",5,4.2,Plastic,7,21-10-2022
GOQii,FitnessBand,Beat,Black,"2,999",9,2.8,Silicone,7,04-07-2022
APPLE,Smartwatch,Wander RG,Black,"18,995",22,4,Silicone,5,09-12-2022
APPLE,Smartwatch,FTW1142 Q Hybrid,Silver,"9,796",25,3.7,Stainless Steel,2,27-02-2023
realme,Smartwatch,S,Black,"6,779",17,4.3,Silicone,14,13-05-2023
GARMIN,Smartwatch,Forerunner 935,"Black, Green, Yellow","42,990",14,4.7,Silicone,14,15-08-2023
APPLE,Smartwatch,FTW2120SET Q,Gray,"23,995",9,4.6,Leather,2,12-01-2022
GARMIN,Smartwatch,Vivomove 3S,Black,"19,990",9,,Silicone,14,22-07-2022
GARMIN,Smartwatch,GARMINInstinct Solar Tactical,Grey ,"46,990",8,,Silicone,14,20-04-2023
Honor,Smartwatch,GS Pro,Blue,"17,999",24,4.4,Nylon,25,10-05-2022
Crossbeats,Smartwatch,Ignite S3,"Silver, Black, Green","3,999",11,3.9,Silicone,7,10-10-2022
APPLE,Smartwatch,Sport 43,Blue,"9,995",18,4,Silicone,2,10-03-2023
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,Charcoal,"31,400",20,4.6,Aluminium,1,01-07-2023
APPLE,Smartwatch,FTW1136 Q Hybrid,Blue,"11,995",8,4.6,Leather,2,04-04-2023
FitBit,Smartwatch,Versa,Grey ,"17,895",25,4.2,Silicone,7,17-05-2023
FitBit,FitnessBand,Inspire HR,Black ,"5,599",21,4.3,Silicone,5,08-01-2022
SAMSUNG ,Smartwatch,Gear R730V S2,Grey,"18,532",25,4.6,Elastomer,14,12-01-2022
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Pink,"28,999",12,4.6,Elastomer,14,11-01-2022
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Black,"31,999",17,4.6,Elastomer,14,08-08-2022
GARMIN,Smartwatch,Vivoactive 3 Element Cerise,Cerise,"14,990",16,,Silicone,14,12-02-2023
Crossbeats,FitnessBand,ZEB-FIT450,Blue,"1,699",25,3.3,Silicone,3,23-09-2022
GARMIN,Smartwatch,VIVOMOVE LUXE,Navy ,"35,990",24,,Silicone,14,30-03-2023
APPLE,Smartwatch,38 mm Space Black Stainless Steel Case,Black,"48,900",25,4.6,Stainless Steel,1,02-10-2022
APPLE,Smartwatch,Series 2 - 42 mm Stainless Steel Case,White,"50,400",16,4.7,Stainless Steel,1,04-06-2022
GARMIN,Smartwatch,Vivoactive,Black,"27,990",6,4.8,Silicone,14,17-10-2022
GARMIN,Smartwatch,Instinct Solar Camo Edition,"Black, Grey","47,490",12,4.7,Silicone,14,20-04-2023
huami,Smartwatch,Amazfit Bip S,"Green, Grey","3,799",10,3.9,Thermoplastic polyurethane,15,23-02-2022
FitBit,Smartwatch,Surge,Blue,"24,990",13,3.8,Elastomer,7,21-09-2022
APPLE,Smartwatch,Gen 3 Q Venture,"Black, Gold","15,396",11,4.3,Stainless Steel,1,29-05-2022
FitBit,FitnessBand,Alta,"Black, Purple, Teal, Blue","12,999",21,4.1,Elastomer,7,23-01-2023
SAMSUNG ,Smartwatch,Galaxy Watch LTE,Beige,"27,490",14,4.2,Silicone,14,23-06-2022
APPLE,Smartwatch,Sport 43,Blue,"9,995",24,4,Silicone,2,27-11-2022
GARMIN,Smartwatch,Fenix 6 Sapphire Gray DLC,Black,"74,990",14,,Leather,30,07-02-2023
FitBit,FitnessBand,Charge 2,Plum silver,"14,999",11,4.4,Silicone,7,17-01-2022
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,Pink Sand,"31,400",12,4.6,Aluminium,1,22-08-2022
GARMIN,Smartwatch,Venu 2,"Black, Blue","41,990",16,4.7,Leather,14,22-03-2023
boAt,Smartwatch,GT Active,Orange,"15,990",8,4.4,Silicone,14,23-03-2022
GARMIN,Smartwatch,Forerunner 235,Blue,"24,990",18,4.7,Silicone,14,01-05-2023
GARMIN,Smartwatch,Vivoactive 3 Music,Blue,"26,990",23,3.6,Silicone,14,16-04-2022
GARMIN,Smartwatch,Fenix 6X,"Bluw, White ","86,990",16,,Leather,45,17-05-2022
APPLE,Smartwatch,Rose Gold Smart,Rose Gold ,"21,995",11,4.6,Stainless Steel,3,30-01-2023
APPLE,Smartwatch,38 mm Stainless Steel Stainless Steel Case with Modern Buckle,Black,"64,900",5,4.3,Stainless Steel,1,04-11-2022
SAMSUNG ,Smartwatch,Galaxy Classic 4,Silver,"40,000",20,4.6,Elastomer,14,09-04-2023
APPLE,Smartwatch,FTW5012 Hybrid,Brown,"9,097",17,4.6,Leather,2,26-09-2022
Honor,FitnessBand,Band 3,Black,"4,750",23,4.3,Plastic,7,29-04-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Space Grey Aluminium Case,Black,"48,490",19,4.5,Aluminium,1,20-01-2023
Noise,FitnessBand,Band 2,Black,"2,499",18,4.3,Plastic,7,07-05-2022
APPLE,Smartwatch,Q Wander,Silver,"3,799",10,4,Stainless Steel,1,07-08-2023
APPLE,Smartwatch,Gen 3 Q Venture,Silver,"19,995",23,4.3,Stainless Steel,1,26-08-2023
APPLE,Smartwatch,Sport 43,Blue,"9,995",17,4,Silicone,2,01-01-2023
GARMIN,Smartwatch,Tronite,Brown,949,6,3.7,Silicone,3,15-03-2023
APPLE,Smartwatch,Garrett Hybrid,Silver,"10,496",10,3.7,Stainless Steel,12,04-11-2022
APPLE,Smartwatch,Q Annette,Silver,"6,995",10,4.6,Silicone,1,17-02-2022
APPLE,Smartwatch,Series 6 GPS 44 mm Blue Aluminium Case,Deep Navy,"43,900",17,4.5,Aluminium,1,14-07-2022
GARMIN,Smartwatch,Vivoactive,Black,"27,990",16,4.8,Silicone,14,06-11-2022
APPLE,Smartwatch,Gen 5E,"Grey, Multicolor","18,495",6,4.2,Stainless Steel,1,09-01-2023
APPLE,Smartwatch,Gen 5E,"Grey, Multicolor","18,495",21,4.6,Stainless Steel,1,22-10-2022
APPLE,Smartwatch,Q Machine,Black,"10,796",13,4.6,Stainless Steel,1,12-04-2022
Noise,Smartwatch,ColorFit Brio,"Black, Green","3,499",24,4.3,Thermoplastic polyurethane,7,26-06-2022
boAt,Smartwatch,GT Active,Orange,"15,990",6,4.4,Silicone,14,03-08-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Red Aluminium Case,Red,"48,490",25,4.5,Aluminium,1,07-08-2022
Noise,FitnessBand,Smart Band 4,Black,"2,099",21,4.2,Thermoplastic polyurethane,14,19-05-2023
Honor,Smartwatch,GS Pro,Black,"13,999",24,4.4,Nylon,25,23-05-2023
APPLE,Smartwatch,Charter Hybrid HR,Silver,"12,396",8,3.9,Leather,12,16-09-2022
GARMIN,Smartwatch,Fenix,Black,"54,990",12,,Leather,30,19-11-2022
APPLE,Smartwatch,Gen 5E,"Grey, Multicolor","18,495",11,4.6,Stainless Steel,1,05-07-2022
APPLE,Smartwatch,Jacqueline Hybrid,Silver,"13,495",25,4.6,Leather,12,17-06-2022
APPLE,Smartwatch,FTW1145 Q Hybrid,Gray,"6,995",23,4.6,Leather,2,01-11-2022
boAt,Smartwatch,GT2 Pro,Grey,"24,990",14,3.5,Elastomer,14,05-02-2023
GARMIN,Smartwatch,GARMINInstinct HR,Flame Red,"20,990",7,3.7,Silicone,7,21-01-2023
APPLE,Smartwatch,Carlie Hybrid,Black,"6,995",16,4.6,Stainless Steel,12,28-07-2022
realme,Smartwatch,2S,Black,"3,499",6,4.2,Silicone,7,06-08-2022
Crossbeats,Smartwatch,ZEB-FIT5220CH,Blue,"3,299",9,,Rubber,7,20-11-2022
Crossbeats,Smartwatch,Smarttime 200,Black,"1,499",15,3.1,Rubber,3,02-04-2022
APPLE,Smartwatch,SE GPS 44 mm Aluminium Case,Black,"32,900",25,4.7,Aluminium,1,17-06-2023
Crossbeats,Smartwatch,Smarttime 200,Black,"1,499",5,3.1,Rubber,3,17-05-2022
GARMIN,Smartwatch,Fenix 5S Plus,Blue Sapphire,"49,990",10,,Silicone,30,13-07-2023
GARMIN,Smartwatch,Forerunner 935,Flame Red,"33,742",5,4.7,Silicone,14,13-08-2023
boAt,Smartwatch,Watch 2 Sport,Black,"29,999",17,3.8,Silicone,7,09-05-2023
Noise,Smartwatch,ColorFit Caliber,"Black, Blue, White","2,699",17,4.3,Silicone,15,16-12-2022
APPLE,Smartwatch,Commuter Hybrid,Brown,"8,995",20,4.6,Leather,12,16-12-2022
GARMIN,Smartwatch,Venu Sq,"Grey, White","15,990",7,4.2,Silicone,7,04-06-2023
boAt,Smartwatch,Watch 36456,Black,"55,000",23,4.1,Silicone,14,21-03-2022
GOQii,FitnessBand,Vital,Black,"3,499",13,3.7,Thermoplastic polyurethane,7,03-01-2023
APPLE,Smartwatch,FTW6006 Gold HR,Gold,"21,995",23,3.7,Stainless Steel,6,06-06-2023
FitBit,FitnessBand,Alta,"Black, Purple, Teal, Blue","12,999",13,4.1,Elastomer,7,10-05-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Stainless Steel Case,Silver Milanese,"77,900",24,4.5,Stainless Steel,1,27-05-2022
FitBit,FitnessBand,Inspire,Maroon ,"7,990",11,4.2,Silicone,5,18-01-2022
FitBit,Smartwatch,Versa 2,Purple ,"13,499",24,4.3,Silicone,7,01-02-2022
SAMSUNG ,Smartwatch,Galaxy 42,Black,"24,989",21,4.6,Elastomer,14,17-07-2023
FitBit,FitnessBand,Charge 3,Black ,"9,999",23,4.3,Silicone,7,26-04-2023
GARMIN,Smartwatch,Vivomove 3S,Black,"19,990",8,,Silicone,14,13-11-2022
Crossbeats,Smartwatch,ZEB-FIT8220CH,"Black, Blue, Red, Rose Gold","2,199",24,4.5,Silicone,7,21-08-2022
APPLE,Smartwatch,FTW5016 Hybrid,Silver,"6,995",25,4.6,Stainless Steel,2,11-06-2023
APPLE,Smartwatch,FTW6010 Pink HR,Pink,"15,995",10,4.4,Stainless Steel,14,11-03-2023
GARMIN,Smartwatch,Vivoactive 3 Element Cerise,Cerise,"14,990",8,,Silicone,14,13-09-2022
realme,Smartwatch,Watch 2,"Black, Blue, Grey, Pink, White","2,699",12,4.3,Silicone,10,22-04-2023
APPLE,Smartwatch,2 - 42 mm Silver Aluminium Case,Pearl Woven,"34,900",6,4.7,Aluminium,1,27-02-2022
GARMIN,Smartwatch,Forerunner 55,White,"20,990",12,,Silicone,14,13-05-2022
GARMIN,Smartwatch,Tronite,Brown,949,6,3.7,Silicone,3,20-08-2022
APPLE,Smartwatch,Q Venture,Beige,"15,995",19,4.6,Leather,1,14-08-2022
boAt,Smartwatch,46 mm,"Black, Gold","14,990",18,3.9,Rubber,14,07-03-2022
APPLE,Smartwatch,Gen 5 Carlyle HR,"Brown, Grey","14,995",9,4.2,Leather,2,22-03-2023
APPLE,Smartwatch,Cameron Hybrid Smartwatch,Blue,"13,495",12,4.6,Leather,12,06-05-2022
FitBit,Smartwatch,Versa 2 Special Edition,Multicolor ,"15,499",11,4.4,Silicone,7,02-01-2023
APPLE,Smartwatch,Gen 5E,"Grey, Multicolor","18,495",25,4.2,Stainless Steel,1,26-11-2022
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,"18,999",21,4.2,Leather,14,01-03-2023
APPLE,Smartwatch,Sport,Red,"17,995",9,4.6,Silicone,2,07-07-2023
GARMIN,Smartwatch,Forerunner 55,Black,"20,990",11,,Silicone,7,18-05-2022
SAMSUNG ,Smartwatch,Galaxy Active 46mm,Black,"19,990",14,4.4,Elastomer,14,21-12-2022
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,"Silver, Green","36,999",23,4.6,Elastomer,14,13-12-2022
APPLE,Smartwatch,Neely,White,"8,995",15,4.7,Leather,1,17-08-2023
GARMIN,Smartwatch,Fenix 6 Pro Solar,"Grey, Black","72,990",13,,Nylon,45,01-11-2022
GARMIN,Smartwatch,Fenix 6 Sapphire Gray DLC,Black,"74,990",9,,Leather,30,10-06-2023
Crossbeats,Smartwatch,ZEB-FITMe,"Black, Blue, Green, Grey, Pink","2,799",14,4.5,Thermoplastic polyurethane,7,21-11-2022
boAt,Smartwatch,Storm,"Black, Teal Green, Grey","2,999",5,4.1,Thermoplastic polyurethane,7,20-05-2023
APPLE,Smartwatch,Charter Hybrid HR,Gold,"13,196",10,3.9,Leather,12,07-05-2023
APPLE,Smartwatch,FTW1151 Hybrid,Gold,"8,995",25,4.3,Leather,2,19-01-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Silver,"18,495",8,3.8,Stainless Steel,2,25-09-2022
APPLE,Smartwatch,Cameron Hybrid Smartwatch,Blue,"13,495",15,4.6,Leather,12,15-09-2022
FitBit,FitnessBand,Inspire,Maroon ,"7,990",13,4.2,Silicone,5,19-02-2022
boAt,Smartwatch,Vertex,"Grey, Blue, Black, Red","2,499",18,3.9,Silicone,7,02-10-2022
huami,Smartwatch,Amazfit Bip Lite,Black,"3,499",7,4,Thermoplastic polyurethane,7,14-03-2023
APPLE,Smartwatch,4th Gen Venture HR,Silver,"10,997",12,3.9,Stainless Steel,14,21-06-2022
FitBit,FitnessBand,Charge 2,Black ,"7,498",15,4.3,Silicone,7,27-09-2022
APPLE,Smartwatch,Series 6 GPS 44 mm Blue Aluminium Case,Deep Navy,"43,900",19,4.5,Aluminium,1,23-01-2022
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Pink Sand,"43,900",14,4.5,Aluminium,1,10-05-2022
GARMIN,Smartwatch,Pulsefit P461,"Black, Blue","1,399",12,3.3,Silicone,3,24-04-2023
GARMIN,Smartwatch,Instinct Solar Camo Edition,"Black, Grey","47,490",18,4.7,Silicone,14,02-06-2022
APPLE,Smartwatch,Cameron Hybrid Smartwatch,Blue,"13,495",6,4.6,Leather,12,17-03-2022
GARMIN,Smartwatch,GARMINInstinct Solar Tactical,White,"42,990",23,,Silicone,14,09-05-2022
Noise,Smartwatch,Fusiom Hybrid,Blue,"5,999",11,4,Thermoplastic polyurethane,7,17-07-2023
GARMIN,Smartwatch,Vivomove HR,Black,"12,990",6,3.7,Silicone,14,15-01-2023
boAt,Smartwatch,GT2 42mm,Black,"14,990",5,4.3,Elastomer,14,24-02-2023
Noise,FitnessBand,Smart Band 4,Black,"2,099",13,4.2,Thermoplastic polyurethane,14,05-03-2023
FitBit,Smartwatch,Blaze,Black,"22,999",22,4.2,Elastomer,7,14-12-2022
Crossbeats,Smartwatch,Ignite  ,Green,"2,799",6,3.9,Silicone,10,02-02-2022
Honor,Smartwatch,GS Pro,Black,"13,999",6,4.4,Nylon,25,13-04-2022
APPLE,Smartwatch,FTW6009 Black HR,Black,"13,995",6,4.1,Leather,14,25-07-2022
APPLE,Smartwatch,Garrett Hybrid,Brown,"11,995",16,3.7,Leather,12,20-05-2023
GARMIN,Smartwatch,Instinct,Blue,"19,990",7,4.4,Silicone,7,29-04-2022
GARMIN,Smartwatch,Forerunner 35,Frost Blue,"16,990",22,,Silicone,14,08-05-2023
GARMIN,Smartwatch,Vivoactive 3 element,Grey,"13,578",16,3.6,Silicone,14,23-01-2023
GOQii,FitnessBand,Vital,Black,"3,499",19,3.7,Thermoplastic polyurethane,7,06-06-2023
FitBit,Smartwatch,Versa Lite Edition,Blue ,"14,399",23,4.2,Elastomer,7,20-10-2022
GARMIN,Smartwatch,Forerunner 45,"Red, Black","14,990",16,4.4,Silicone,7,25-11-2022
GOQii,FitnessBand,Vital 3.0,Black,"3,999",14,3.1,Silicone,7,09-08-2022
SAMSUNG ,Smartwatch,Galaxy 42,Black,"24,989",17,4.6,Elastomer,14,13-02-2022
APPLE,Smartwatch,Cameron Hybrid Smartwatch,Blue,"13,495",23,4.6,Leather,12,01-01-2023
Noise,Smartwatch,ColorFit Caliber,"Black, Blue, White","2,699",9,4.3,Silicone,15,09-12-2022
huami,Smartwatch,Amazfit GTS,Black,"5,299",15,4.3,Silicone,14,20-05-2023
APPLE,Smartwatch,Series 2 - 38 mm Stainless Steel Case,Saddle Brown,"56,900",16,4.6,Stainless Steel,1,08-03-2023
FitBit,FitnessBand,Charge 2,Plum silver,"14,999",13,4.4,Silicone,7,04-06-2022
FitBit,FitnessBand,Alta HR,"Rose Gold, Gun Metal Black","16,999",23,4.3,Elastomer,7,30-09-2022
GARMIN,Smartwatch,Pulsefit P461,"Black, Blue","1,399",6,3.3,Silicone,3,04-04-2022
FitBit,Smartwatch,Versa,Grey ,"17,895",8,4.2,Silicone,7,06-01-2023
boAt,FitnessBand,Band 2,Black,"4,599",13,4.1,Silicone,7,30-07-2022
Honor,Smartwatch,Z1,Black,"5,499",25,3.1,Silicone,14,10-12-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Blue,"15,995",19,4.3,Stainless Steel,2,25-07-2022
GOQii,FitnessBand,HR,Black,"1,999",12,3.8,Silicone,7,09-02-2022
Noise,FitnessBand,Smart Band 3i,Black,"1,270",21,4.2,Thermoplastic polyurethane,7,25-01-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Red Aluminium Case,Red,"48,490",13,4.5,Aluminium,1,19-03-2023
Fire-Boltt,Smartwatch,Almighty,Orange,"4,999",10,4.1,Silicone,10,12-03-2023
APPLE,Smartwatch,Charter Hybrid HR,Silver,"12,396",20,3.9,Leather,12,27-03-2022
GARMIN,Smartwatch,Tronite,Brown,949,11,3.7,Silicone,3,18-04-2023
FitBit,FitnessBand,Charge 4,Granite Reflective ,"10,999",11,4.2,Elastomer,7,01-05-2023
GARMIN,Smartwatch,Approach S12,"Black, White","18,990",16,4,Silicone,12,25-04-2022
Crossbeats,Smartwatch,Orbit ,"Black, Blue","3,799",19,3.7,Silicone,10,22-07-2022
FitBit,Smartwatch,Versa,Purple,"16,990",18,4.1,Silicone,7,01-04-2022
realme,FitnessBand,Band,Yellow,"1,499",19,4,Silicone,7,22-03-2023
APPLE,Smartwatch,Gen 5 Carlyle HR,Black,"15,995",19,4.2,Leather,2,13-11-2022
APPLE,Smartwatch,Gen 5E,"Grey, Multicolor","18,495",20,4.6,Stainless Steel,1,21-04-2023
boAt,Smartwatch,GT2 Pro,Black,"22,990",19,4.4,Elastomer,14,12-05-2023
APPLE,Smartwatch,Barstow Hybrid,Brown,"8,995",9,4.6,Leather,12,19-05-2022
GARMIN,Smartwatch,VIVOMOVE 3S Navy,Rose Gold,"19,990",18,,Silicone,14,17-12-2022
Fire-Boltt,Smartwatch,AI-BT Calling,"Black, Blue, Grey, Pink","4,499",23,3.7,Silicone,10,12-06-2022
SAMSUNG ,Smartwatch,Galaxy Classic 4,Blue,"34,999",24,4.6,Silicone,14,21-04-2023
Noise,Smartwatch,ColorFit Brio,"Black, Green","3,499",9,4.3,Thermoplastic polyurethane,7,20-06-2022
SAMSUNG ,Smartwatch,Galaxy Classic 4,Blue,"34,999",6,4.6,Silicone,14,04-05-2023
APPLE,Smartwatch,SE GPS + Cellular 44 mm Space Grey Aluminium Case,Charcoal,"33,900",19,4.6,Aluminium,1,04-05-2022
GARMIN,Smartwatch,Lily,Black,"23,490",7,3.3,Silicone,7,08-04-2022
APPLE,Smartwatch,Q ACTIVIST,Brown,"6,995",23,3,leather,1,15-07-2022
Honor,FitnessBand,Band 6,"Sandstone Grey, Meteorite Black, Coral Pink, ","2,999",12,4.3,Plastic,14,23-06-2023
boAt,FitnessBand,Band 6,"Pink, Black, Teal, Orange","4,490",11,4.4,Silicone,7,08-06-2023
APPLE,Smartwatch,Q Neely,Black,"6,995",22,4.6,Leather,2,17-04-2022
huami,Smartwatch,Amazfit Stratos,Black,"12,999",19,4.2,Silicone,25,13-02-2023
APPLE,Smartwatch,8 mm Stainless Steel Case,Milanese,"56,900",6,4.6,Stainless Steel,1,24-05-2022
realme,FitnessBand,BeFit,Black,"1,999",5,3.6,Thermoplastic polyurethane,7,02-05-2022
GARMIN,Smartwatch,Vivoactive 3 Element,Grey,"14,990",10,3,Silicone,7,09-02-2022
APPLE,Smartwatch,FTW5011 Hybrid,Black,"8,995",25,4.8,Leather,2,12-05-2023
Noise,FitnessBand,Band,Dual Color,"2,499",8,4.2,Thermoplastic polyurethane,7,14-05-2023
FitBit,FitnessBand,Charge 2,Black ,"7,498",17,4.3,Silicone,7,04-12-2022
SAMSUNG ,Smartwatch,Galaxy Classic 4,Silver,"34,999",6,4.6,Elastomer,14,03-10-2022
APPLE,Smartwatch,series 2 - 38 mm Stainless Steel Case,Blue Modern,"64,900",20,4.6,Stainless Steel,1,07-11-2022
GARMIN,Smartwatch,Vivoactive HR,Black,"21,990",21,3.5,Silicone,14,08-04-2022
huami,Smartwatch,Amazfit GTS 2,Black,"11,999",25,4.1,Silicone,7,22-08-2023
huami,Smartwatch,Amazfit Verge,Black,"5,999",22,4.2,Silicone,14,19-12-2022
huami,Smartwatch,Amazfit GTR 42,Red,"9,999",21,4.3,Silicone,12,26-02-2023
huami,Smartwatch,Amazfit GTR 42,Red,"9,999",21,4.3,Silicone,12,20-12-2022
huami,Smartwatch,Amazfit Bip S,"Green, Grey","3,799",14,3.9,Thermoplastic polyurethane,15,10-09-2022
APPLE,Smartwatch,The Carlyle HR,Black,"25,995",13,4.2,Leather,14,12-05-2022
APPLE,Smartwatch,FTW1141 Q Hybrid,Silver,"6,995",15,4.6,Stainless Steel,2,21-10-2022
GARMIN,Smartwatch,Swim 2,Slate,"20,990",14,,Silicone,7,17-03-2023
APPLE,Smartwatch,FTW1159 Hybrid,Gold,"8,995",16,5,Stainless Steel,2,17-04-2023
APPLE,Smartwatch,Q Venture,Beige,"15,995",11,4.6,Leather,1,05-11-2022
GARMIN,Smartwatch,Venu 2S,"Grey, White","37,990",16,4.2,Silicone,14,10-10-2022
Honor,Smartwatch,Z1,Black,"5,499",17,3.1,Silicone,14,03-01-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,Cyprus Green,"69,900",9,4.5,Stainless Steel,1,19-08-2023
GARMIN,Smartwatch,Venu Sq,"Grey, White","15,990",19,4.2,Silicone,7,29-04-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Silver,"3,999",5,4.2,Stainless Steel,2,24-08-2022
SAMSUNG ,Smartwatch,Gear S2,"Silver, Blue","24,300",20,4.3,Elastomer,14,05-08-2023
APPLE,Smartwatch,Collider Hybrid,"Brown, Grey","14,995",25,4,Silicone,14,13-11-2022
APPLE,Smartwatch,FTW20013 Q,Black,"21,495",16,4.6,Leather,2,12-03-2023
FitBit,FitnessBand,Lunar,White ,"10,899",17,4.7,Silicone,7,31-10-2022
FitBit,FitnessBand,Charge 2,Blue ,"7,499",23,4.3,Silicone,7,27-06-2022
SAMSUNG ,Smartwatch,Gear R730V S2,Grey,"18,532",21,4.6,Elastomer,14,08-04-2023
FitBit,FitnessBand,Charge HR,"Orange, Pink, Green","14,990",6,3.9,Thermoplastic polyurethane,7,17-01-2022
APPLE,Smartwatch,FTW2115 Q Watch,Red,"18,995",21,4.6,Stainless Steel,2,21-04-2023
GARMIN,Smartwatch,Fenix 6S,"Black, White","77,990",24,,Nylon,45,24-01-2023
GARMIN,Smartwatch,Forerunner Fitness Notifier,Black,"15,990",14,,Silicone,14,10-05-2022
FitBit,FitnessBand,Inspire,Black ,"5,299",9,4.2,Silicone,5,07-03-2022
APPLE,Smartwatch,FTW1136 Q Hybrid,Blue,"11,995",9,4.6,Leather,2,11-05-2023
boAt,Smartwatch,Storm,"Black, Teal Green, Grey","2,999",11,4.1,Thermoplastic polyurethane,7,20-09-2022
GARMIN,Smartwatch,Running GPS 935,Black,"42,990",12,,Leather,14,21-12-2022
GARMIN,Smartwatch,Instinct Solar Camo Edition,"Black, Grey","47,490",15,4.7,Silicone,14,24-05-2022
FitBit,Smartwatch,Versa,Purple,"16,990",21,4.1,Silicone,7,08-01-2023
APPLE,Smartwatch,SE GPS + Cellular 40 mm Aluminium Case,Black,"33,900",24,4.6,Aluminium,1,04-09-2022
APPLE,Smartwatch,Charter Hybrid HR,Black,"14,021",23,3.9,Leather,12,05-07-2022
FitBit,FitnessBand,Charge 2,Plum silver,"14,999",22,4.4,Silicone,7,30-03-2022
Noise,Smartwatch,Revolve,Black,"12,349",16,4.4,Silicone,14,12-12-2022
GARMIN,Smartwatch,Vivosmart 4,"Purple, Black","12,150",13,3.9,Silicone,5,29-05-2022
FitBit,FitnessBand,Inspire HR,White ,"5,899",16,4.3,Silicone,5,09-07-2022
Honor,FitnessBand,Band 5,Black,"2,099",15,4.4,Plastic,14,14-08-2022
realme,Smartwatch,Classic,Black,"3,921",16,4,Silicone,7,12-02-2023
huami,Smartwatch,Amazfit Bip S,Black,"5,299",24,4,Thermoplastic polyurethane,15,12-03-2022
boAt,Smartwatch,GT Sport,Black,"10,990",19,4.4,Silicone,14,19-02-2023
huami,Smartwatch,Amazfit Verge,Black,"12,999",21,4.1,Silicone,25,10-08-2022
APPLE,Smartwatch,SE GPS + Cellular 44 mm Space Grey Aluminium Case,Black,"33,900",16,4.6,Aluminium,1,02-07-2022
GARMIN,Smartwatch,Vivoactive,Black,"27,990",11,4.8,Silicone,14,13-01-2023
Honor,FitnessBand,band 4 running,Black,"1,649",17,3.2,Plastic,7,22-04-2023
GARMIN,Smartwatch,Fenix 6S,"Black, Grey","70,990",12,,Stainless Steel,30,16-03-2022
GARMIN,Smartwatch,Lily,"Purple, White","18,990",7,3.3,Silicone,14,25-08-2022
FitBit,Smartwatch,Versa 2,Purple ,"13,499",16,4.3,Silicone,7,27-07-2023
APPLE,Smartwatch,Garrett Hybrid,Brown,"11,995",21,3.7,Leather,12,23-03-2022
APPLE,Smartwatch,FTW6006 Gold HR,Gold,"21,995",22,3.7,Stainless Steel,6,12-02-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,Gold Milanese,"67,900",22,4.5,Stainless Steel,1,05-04-2022
APPLE,Smartwatch,Machine Hybrid,"Silver, Brown","11,995",16,4.6,Stainless Steel,12,11-08-2023
SAMSUNG ,Smartwatch,Galaxy Active 2,Grey,"18,990",22,4.1,Silicone,14,06-08-2022
APPLE,Smartwatch,Jacqueline,Gold,"13,495",22,4.6,Leather,1,11-11-2022
GARMIN,Smartwatch,Fenix 5s,Blue Sapphire,"54,990",24,,Silicone,30,16-01-2022
